generic_name,status,pmid,label,year,first_author,title,pub_types,reason,url
topiramate,rejected,29414542,,2018,Benbadis,"Efficacy, safety, and tolerability of brivaracetam with concomitant lamotrigine or concomitant topiramate in pooled Phase III randomized, double-blind trials: A post-hoc analysis.","Clinical Trial, Phase III; Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",title lacks seizure/epilepsy context,https://pubmed.ncbi.nlm.nih.gov/29414542/
topiramate,rejected,27084978,,2016,Chung,Long-term safety and sustained efficacy of USL255 (topiramate extended-release capsules) in patients with refractory partial-onset seizures.,Journal Article; Multicenter Study; Randomized Controlled Trial,drug appears in title but not as primary intervention,https://pubmed.ncbi.nlm.nih.gov/27084978/
topiramate,rejected,26724782,,2016,Meador,Cognitive effects of adjunctive perampanel for partial-onset seizures: A randomized trial.,"Clinical Trial, Phase II; Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",drug term not in title,https://pubmed.ncbi.nlm.nih.gov/26724782/
topiramate,rejected,26666500,,2015,Kälviäinen,"Brivaracetam in Unverricht-Lundborg disease (EPM1): Results from two randomized, double-blind, placebo-controlled studies.","Clinical Trial, Phase III; Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",drug term not in title,https://pubmed.ncbi.nlm.nih.gov/26666500/
topiramate,rejected,25461205,,2014,Hogan,Efficacy of once-daily extended-release topiramate (USL255): a subgroup analysis based on the level of treatment resistance.,"Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",drug appears in title but not as primary intervention,https://pubmed.ncbi.nlm.nih.gov/25461205/
topiramate,rejected,24902983,,2014,Chung,Once-daily USL255 as adjunctive treatment of partial-onset seizures: randomized phase III study.,"Clinical Trial, Phase III; Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",drug term not in title,https://pubmed.ncbi.nlm.nih.gov/24902983/
topiramate,rejected,22889307,,2012,Bitton,A randomized controlled trial of flunarizine as add-on therapy and effect on cognitive outcome in children with infantile spasms.,"Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",drug term not in title,https://pubmed.ncbi.nlm.nih.gov/22889307/
topiramate,rejected,21148119,,2010,Loring,Topiramate dose effects on cognition: a randomized double-blind study.,"Journal Article; Randomized Controlled Trial; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",title lacks seizure/epilepsy context,https://pubmed.ncbi.nlm.nih.gov/21148119/
topiramate,rejected,19222595,,2009,Cady,"Evaluation of carisbamate for the treatment of migraine in a randomized, double-blind trial.","Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",drug term not in title,https://pubmed.ncbi.nlm.nih.gov/19222595/
topiramate,rejected,17651416,,2007,Otoul,"Lack of pharmacokinetic interaction of levetiracetam on carbamazepine, valproic acid, topiramate, and lamotrigine in children with epilepsy.",Comparative Study; Journal Article; Randomized Controlled Trial,drug appears in title but not as primary intervention,https://pubmed.ncbi.nlm.nih.gov/17651416/
topiramate,rejected,17594758,,2007,Wroe,Zonisamide and renal calculi in patients with epilepsy: how big an issue?,"Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",drug term not in title,https://pubmed.ncbi.nlm.nih.gov/17594758/
topiramate,rejected,17521343,,2007,Gazzola,Seizure-free outcome in randomized add-on trials of the new antiepileptic drugs.,Comparative Study; Journal Article,drug term not in title,https://pubmed.ncbi.nlm.nih.gov/17521343/
topiramate,rejected,17582922,,2007,PMID,Zonisamide: new drug. No advantage in refractory partial epilepsy.,Journal Article,drug term not in title,https://pubmed.ncbi.nlm.nih.gov/17582922/
topiramate,rejected,16286543,,2005,Biton,Topiramate in patients with juvenile myoclonic epilepsy.,"Comparative Study; Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",title lacks primary randomized/placebo/phase trial language,https://pubmed.ncbi.nlm.nih.gov/16286543/
topiramate,rejected,16140593,,2005,Kerr,"A randomized, double-blind, placebo-controlled trial of topiramate in adults with epilepsy and intellectual disability: impact on seizures, severity, and quality of life.","Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",excluded secondary/non-primary title,https://pubmed.ncbi.nlm.nih.gov/16140593/
topiramate,rejected,16162434,,2005,Fröscher,"Topiramate: a prospective study on the relationship between concentration, dosage and adverse events in epileptic patients on combination therapy.",Clinical Trial; Journal Article,no randomized language,https://pubmed.ncbi.nlm.nih.gov/16162434/
topiramate,rejected,15857429,,2005,Majkowski,Time course of adverse events in patients with localization-related epilepsy receiving topiramate added to carbamazepine.,Comparative Study; Journal Article,drug appears in title but not as primary intervention,https://pubmed.ncbi.nlm.nih.gov/15857429/
topiramate,rejected,15650499,,2004,Hardan,A retrospective assessment of topiramate in children and adolescents with pervasive developmental disorders.,"Journal Article; Research Support, U.S. Gov't, P.H.S.",title lacks seizure/epilepsy context,https://pubmed.ncbi.nlm.nih.gov/15650499/
topiramate,rejected,12743236,,2003,Meador,Differential cognitive and behavioral effects of topiramate and valproate.,"Clinical Trial; Comparative Study; Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",title lacks seizure/epilepsy context,https://pubmed.ncbi.nlm.nih.gov/12743236/
topiramate,rejected,17535035,,2003,Maltoni,Lifetime cost-utility analysis of patients with refractory epilepsy treated with adjunctive topiramate therapy : cost-effectiveness in refractory epilepsy.,Journal Article,excluded secondary/non-primary title,https://pubmed.ncbi.nlm.nih.gov/17535035/
topiramate,rejected,11987312,,2002,PMID,Gabapentin: new indication. Little impact on partial epilepsy in children between 3 and 12.,Journal Article,drug term not in title,https://pubmed.ncbi.nlm.nih.gov/11987312/
topiramate,rejected,11903524,,2001,Storey,"Topiramate in migraine prevention: a double-blind, placebo-controlled study.","Clinical Trial; Comparative Study; Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",title lacks seizure/epilepsy context,https://pubmed.ncbi.nlm.nih.gov/11903524/
topiramate,rejected,10768308,,2000,Glauser,Topiramate in Lennox-Gastaut syndrome: open-label treatment of patients completing a randomized controlled trial. Topiramate YL Study Group.,Clinical Trial; Controlled Clinical Trial; Journal Article; Randomized Controlled Trial,excluded secondary/non-primary title,https://pubmed.ncbi.nlm.nih.gov/10768308/
topiramate,rejected,10768307,,2000,Ritter,"Effectiveness, tolerability, and safety of topiramate in children with partial-onset seizures. Topiramate YP Study Group.",Clinical Trial; Controlled Clinical Trial; Journal Article; Randomized Controlled Trial,title lacks primary randomized/placebo/phase trial language,https://pubmed.ncbi.nlm.nih.gov/10768307/
topiramate,rejected,10768306,,2000,Montouris,Nonfocal generalized tonic-clonic seizures: response during long-term topiramate treatment. Topiramate YTC/YTCE Study Group.,Clinical Trial; Controlled Clinical Trial; Journal Article; Randomized Controlled Trial,excluded secondary/non-primary title,https://pubmed.ncbi.nlm.nih.gov/10768306/
topiramate,rejected,11503838,,1999,PMID,Topiramate: new indication. A bulkier assessment file.,Comparative Study; Journal Article,title lacks seizure/epilepsy context,https://pubmed.ncbi.nlm.nih.gov/11503838/
topiramate,rejected,9092959,,1997,Biton,Preliminary open-label experience with topiramate in primary generalized seizures.,Clinical Trial; Journal Article; Randomized Controlled Trial,excluded secondary/non-primary title,https://pubmed.ncbi.nlm.nih.gov/9092959/
topiramate,rejected,9092958,,1997,Glauser,Preliminary observations on topiramate in pediatric epilepsies.,Clinical Trial; Controlled Clinical Trial; Journal Article; Multicenter Study,no randomized language,https://pubmed.ncbi.nlm.nih.gov/9092958/
topiramate,rejected,9092956,,1997,Reife,"Topiramate as adjunctive therapy in refractory partial epilepsy: pooled analysis of data from five double-blind, placebo-controlled trials.",Clinical Trial; Journal Article,excluded secondary/non-primary title,https://pubmed.ncbi.nlm.nih.gov/9092956/
topiramate,rejected,9092955,,1997,Ben-Menachem,Clinical efficacy of topiramate as add-on therapy in refractory partial epilepsy: the European experience.,Clinical Trial; Journal Article; Randomized Controlled Trial,title lacks primary randomized/placebo/phase trial language,https://pubmed.ncbi.nlm.nih.gov/9092955/
valproic acid,included,36624526,Sharshar2023,2023,Sharshar,Valproic acid as adjuvant treatment for convulsive status epilepticus: a randomised clinical trial.,Randomized Controlled Trial; Multicenter Study; Journal Article,qualifying placebo-controlled randomized clinical trial report,https://pubmed.ncbi.nlm.nih.gov/36624526/
valproic acid,rejected,41693686,,2026,Rashdan,Probiotic Supplementation as an Adjuvant Therapy in Pediatric Drug-Resistant Epilepsy: A Double-Blind Placebo-Controlled Trial.,Journal Article; Randomized Controlled Trial,drug term not in title,https://pubmed.ncbi.nlm.nih.gov/41693686/
valproic acid,rejected,40261588,,2025,Löscher,Pharmacodynamic interactions between seletracetam and antiseizure comedications in the human photosensitivity model.,Journal Article; Randomized Controlled Trial,drug term not in title,https://pubmed.ncbi.nlm.nih.gov/40261588/
valproic acid,rejected,37142130,,2023,Li,Population pharmacokinetics and exposure-safety of lipophilic conjugates prodrug DP-VPA in healthy Chinese subjects for dose regime exploring.,Randomized Controlled Trial; Journal Article,drug term not in title,https://pubmed.ncbi.nlm.nih.gov/37142130/
valproic acid,rejected,36588283,,2023,Maghbooli,"Effect of add-on melatonin on seizure outcomes and quality of sleep in epilepsy with idiopathic generalized tonic-clonic seizures alone in adult patients: Cross-sectional, randomized, double-blind, placebo-controlled clinical trial.",Randomized Controlled Trial; Journal Article,drug term not in title,https://pubmed.ncbi.nlm.nih.gov/36588283/
valproic acid,rejected,35508338,,2022,Chen,Seizure prophylaxis following aneurysmal subarachnoid haemorrhage (SPSAH): study protocol for a multicentre randomised placebo-controlled trial of short-term sodium valproate prophylaxis in patients with acute subarachnoid haemorrhage.,"Clinical Trial Protocol; Journal Article; Research Support, Non-U.S. Gov't",drug term not in title,https://pubmed.ncbi.nlm.nih.gov/35508338/
valproic acid,rejected,34406656,,2021,Scheffer,Add-on cannabidiol in patients with Dravet syndrome: Results of a long-term open-label extension trial.,"Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",drug term not in title,https://pubmed.ncbi.nlm.nih.gov/34406656/
valproic acid,rejected,34022524,,2021,Krauss,A multivariable prediction model of a major treatment response for focal-onset seizures: A post-hoc analysis of Phase III trials of perampanel.,"Journal Article; Research Support, Non-U.S. Gov't",drug term not in title,https://pubmed.ncbi.nlm.nih.gov/34022524/
valproic acid,rejected,33625371,,2021,Sharshar,"Valproic Acid as an Adjuvant Treatment for Generalized Convulsive Status Epilepticus in Adults Admitted to Intensive Care Units: Protocol for a Double-Blind, Multicenter Randomized Controlled Trial.",Journal Article,excluded secondary/non-primary title,https://pubmed.ncbi.nlm.nih.gov/33625371/
valproic acid,rejected,32652616,,2020,VanLandingham,"A Phase 2, Double-Blind, Placebo-Controlled Trial to Investigate Potential Drug-Drug Interactions Between Cannabidiol and Clobazam.","Clinical Trial, Phase II; Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",drug term not in title,https://pubmed.ncbi.nlm.nih.gov/32652616/
valproic acid,rejected,32350749,,2020,Ben-Menachem,A Phase II Randomized Trial to Explore the Potential for Pharmacokinetic Drug-Drug Interactions with Stiripentol or Valproate when Combined with Cannabidiol in Patients with Epilepsy.,"Clinical Trial, Phase II; Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",drug term not in title,https://pubmed.ncbi.nlm.nih.gov/32350749/
valproic acid,rejected,31707814,,2019,Amanat,Cinnarizine and sodium valproate as the preventive agents of pediatric migraine: A randomized double-blind placebo-controlled trial.,Journal Article; Randomized Controlled Trial,drug term not in title,https://pubmed.ncbi.nlm.nih.gov/31707814/
valproic acid,rejected,31675621,,2019,Moseley,Pharmacokinetic interaction of brivaracetam on other antiepileptic drugs in adults with focal seizures: Pooled analysis of data from randomized clinical trials.,"Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",drug term not in title,https://pubmed.ncbi.nlm.nih.gov/31675621/
valproic acid,rejected,32843833,,2020,Bhosale,Efficacy Study of Folic Acid Supplementation on Homocysteine Levels in Adolescent Epileptics Taking Antiepileptic Drugs: A Single Blind Randomized Controlled Clinical Trial.,Journal Article,drug term not in title,https://pubmed.ncbi.nlm.nih.gov/32843833/
