generic_name,status,pmid,label,year,first_author,title,pub_types,reason,url
levetiracetam,rejected,42092987,,2026,Yu,"Efficacy and safety of Brivaracetam as an adjunctive therapy in patients with focal-onset seizures: a phase III, multi-center, randomized, double-blind, placebo-controlled trial.",Journal Article,drug term not in title,https://pubmed.ncbi.nlm.nih.gov/42092987/
levetiracetam,rejected,41830605,,2026,Kerr,Patterns of seizure frequency reduction in clinical trial participants with lower baseline seizure frequency.,Journal Article,drug term not in title,https://pubmed.ncbi.nlm.nih.gov/41830605/
levetiracetam,rejected,41693686,,2026,Rashdan,Probiotic Supplementation as an Adjuvant Therapy in Pediatric Drug-Resistant Epilepsy: A Double-Blind Placebo-Controlled Trial.,Journal Article; Randomized Controlled Trial,drug term not in title,https://pubmed.ncbi.nlm.nih.gov/41693686/
levetiracetam,rejected,41250972,,2025,Al-Fatuhi-Al-Jundi,Dynamics of early electroencephalographic patterns and epileptic seizures in acute intracerebral hemorrhage: A prospective controlled study.,"Journal Article; Randomized Controlled Trial; Clinical Trial, Phase III",drug term not in title,https://pubmed.ncbi.nlm.nih.gov/41250972/
levetiracetam,rejected,41175011,,2025,French,"A randomized, double-blind, placebo-controlled, time-to-event study of the efficacy and safety of JNJ-40411813 in combination with levetiracetam or brivaracetam in patients with focal onset seizures.","Journal Article; Randomized Controlled Trial; Clinical Trial, Phase II; Multicenter Study",excluded secondary/non-primary title,https://pubmed.ncbi.nlm.nih.gov/41175011/
levetiracetam,rejected,40913882,,2025,Thananowan,"Pyridoxine supplementation for levetiracetam-related neuropsychiatric adverse events in pediatric and adolescent epilepsy: a prospective, double-blind, randomized, placebo-controlled trial.",Journal Article; Randomized Controlled Trial,drug appears in title but not as primary intervention,https://pubmed.ncbi.nlm.nih.gov/40913882/
levetiracetam,rejected,40261588,,2025,Löscher,Pharmacodynamic interactions between seletracetam and antiseizure comedications in the human photosensitivity model.,Journal Article; Randomized Controlled Trial,drug term not in title,https://pubmed.ncbi.nlm.nih.gov/40261588/
levetiracetam,rejected,39827675,,2025,Kasteleijn-Nolst Trenité,"A multicenter Phase II randomized, placebo-controlled single-blind trial with the SV2A ligand seletracetam in photosensitive epilepsy patients.","Journal Article; Clinical Trial, Phase II; Multicenter Study; Randomized Controlled Trial",drug term not in title,https://pubmed.ncbi.nlm.nih.gov/39827675/
levetiracetam,rejected,39949405,,2025,Shandilya,High-frequency oscillations in epileptic and non-epileptic Alzheimer's disease patients and the differential effect of levetiracetam on the oscillations.,Journal Article,excluded secondary/non-primary title,https://pubmed.ncbi.nlm.nih.gov/39949405/
levetiracetam,rejected,39400461,,2024,Sen,"Safety, tolerability, and efficacy outcomes of the Investigation of Levetiracetam in Alzheimer's disease (ILiAD) study: a pilot, double-blind placebo-controlled crossover trial.",Journal Article; Randomized Controlled Trial,title lacks seizure/epilepsy context,https://pubmed.ncbi.nlm.nih.gov/39400461/
levetiracetam,rejected,39052963,,2024,Kerr,Demonstration of Group-Level and Individual-Level Efficacy Using Time-to-Event Designs for Clinical Trials of Antiseizure Medications.,Journal Article,drug term not in title,https://pubmed.ncbi.nlm.nih.gov/39052963/
levetiracetam,rejected,38867375,,2024,Parikh,How many patients do you need? Investigating trial designs for anti-seizure treatment in acute brain injury patients.,Journal Article,drug term not in title,https://pubmed.ncbi.nlm.nih.gov/38867375/
levetiracetam,rejected,37999939,,2023,Chen,The Primary Prevention of Poststroke Epilepsy in Patients With Middle Cerebral Artery Infarct: Protocol for a Randomized Controlled Trial.,Journal Article,drug term not in title,https://pubmed.ncbi.nlm.nih.gov/37999939/
levetiracetam,rejected,37922729,,2023,Chhabra,Does Initiation of Prophylactic Antiseizure Medication Improve Neurological Outcomes in Patients With Acute Intracerebral Hemorrhage?: A Critically Appraised Topic.,Randomized Controlled Trial; Journal Article,drug term not in title,https://pubmed.ncbi.nlm.nih.gov/37922729/
levetiracetam,rejected,37083708,,2023,Chhabra,Can Pyridoxine Successfully Reduce Behavioral Side Effects from Levetiracetam?: A Critically Appraised Topic.,Randomized Controlled Trial; Journal Article,drug appears in title but not as primary intervention,https://pubmed.ncbi.nlm.nih.gov/37083708/
levetiracetam,rejected,37662339,,2023,Parikh,How Many Patients Do You Need? Investigating Trial Designs for Anti-Seizure Treatment in Acute Brain Injury Patients.,Preprint; Journal Article,drug term not in title,https://pubmed.ncbi.nlm.nih.gov/37662339/
levetiracetam,rejected,37211889,,2023,Elshater,Levetiracetam and Midazolam vs Midazolam Alone for First-Line Treatment of Children With Generalized Convulsive Status Epilepticus (Lev-Mid Study): A Randomized Controlled Trial.,Randomized Controlled Trial; Journal Article,active-comparator/comparison title without placebo,https://pubmed.ncbi.nlm.nih.gov/37211889/
levetiracetam,rejected,36741623,,2023,Singh,"Preemptive Levetiracetam Decreases Postoperative Pain: A Double-Blind, Randomised, Control Trial.",Journal Article,drug appears in title but not as primary intervention,https://pubmed.ncbi.nlm.nih.gov/36741623/
levetiracetam,rejected,37125545,,2023,Press,Levetiracetam Increases Hippocampal Blood Flow in Alzheimer's Disease as Measured by Arterial Spin Labelling MRI.,"Journal Article; Research Support, Non-U.S. Gov't",title lacks seizure/epilepsy context,https://pubmed.ncbi.nlm.nih.gov/37125545/
levetiracetam,rejected,36528008,,2022,Kasteleijn-Nolst Trenite,Brivaracetam or levetiracetam in status epilepticus?: Lessons from the photosensitivity model.,"Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",excluded secondary/non-primary title,https://pubmed.ncbi.nlm.nih.gov/36528008/
levetiracetam,rejected,36228485,,2022,Cheraghmakani,Pyridoxine for treatment of levetiracetam-induced behavioral adverse events: A randomized double-blind placebo-controlled trial.,Randomized Controlled Trial; Journal Article,title lacks seizure/epilepsy context,https://pubmed.ncbi.nlm.nih.gov/36228485/
levetiracetam,rejected,34218211,,2021,Moseley,Long-term efficacy and tolerability of adjunctive brivaracetam in adults with focal to bilateral tonic-clonic (secondary generalized) seizures: Post hoc pooled analysis.,"Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",drug term not in title,https://pubmed.ncbi.nlm.nih.gov/34218211/
levetiracetam,rejected,34332638,,2021,Sen,"An Investigation of Levetiracetam in Alzheimer's Disease (ILiAD): a double-blind, placebo-controlled, randomised crossover proof of concept study.",Journal Article; Randomized Controlled Trial,title lacks seizure/epilepsy context,https://pubmed.ncbi.nlm.nih.gov/34332638/
levetiracetam,rejected,34033237,,2021,Johnson,Analyses of seizure responses supportive of a novel trial design to assess efficacy of antiepileptic drugs in infants and young children with epilepsy: Post hoc analyses of pediatric levetiracetam and lacosamide trials.,"Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",drug appears in title but not as primary intervention,https://pubmed.ncbi.nlm.nih.gov/34033237/
levetiracetam,rejected,33823377,,2021,Mahmoud,Amelioration of Levetiracetam-Induced Behavioral Side Effects by Pyridoxine. A Randomized Double Blind Controlled Study.,Journal Article; Randomized Controlled Trial,title lacks seizure/epilepsy context,https://pubmed.ncbi.nlm.nih.gov/33823377/
levetiracetam,rejected,34133509,,2021,Manreza,Efficacy and safety of levetiracetam as adjunctive therapy for refractory focal epilepsy.,Journal Article; Multicenter Study; Randomized Controlled Trial,title lacks primary randomized/placebo/phase trial language,https://pubmed.ncbi.nlm.nih.gov/34133509/
levetiracetam,rejected,32652616,,2020,VanLandingham,"A Phase 2, Double-Blind, Placebo-Controlled Trial to Investigate Potential Drug-Drug Interactions Between Cannabidiol and Clobazam.","Clinical Trial, Phase II; Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",drug term not in title,https://pubmed.ncbi.nlm.nih.gov/32652616/
levetiracetam,rejected,31675621,,2019,Moseley,Pharmacokinetic interaction of brivaracetam on other antiepileptic drugs in adults with focal seizures: Pooled analysis of data from randomized clinical trials.,"Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",drug term not in title,https://pubmed.ncbi.nlm.nih.gov/31675621/
levetiracetam,rejected,31154809,,2019,Montazerlotfelahi,Levetiracetam for prophylactic treatment of pediatric migraine: A randomized double-blind placebo-controlled trial.,Journal Article; Randomized Controlled Trial,title lacks seizure/epilepsy context,https://pubmed.ncbi.nlm.nih.gov/31154809/
levetiracetam,rejected,31571877,,2019,Feyissa,Brivaracetam in the treatment of epilepsy: a review of clinical trial data.,Journal Article,drug term not in title,https://pubmed.ncbi.nlm.nih.gov/31571877/
levetiracetam,rejected,30955420,,2019,Perry,Don't Fear the Reefer-Evidence Mounts for Plant-Based Cannabidiol as Treatment for Epilepsy.,Journal Article; Comment,drug term not in title,https://pubmed.ncbi.nlm.nih.gov/30955420/
levetiracetam,rejected,30308428,,2018,Wu,"A randomized, double-blind, double-dummy, multicenter trial comparing the efficacy and safety of extended- and immediate-release levetiracetam in people with partial epilepsy.",Journal Article; Multicenter Study; Randomized Controlled Trial,active-comparator/comparison title without placebo,https://pubmed.ncbi.nlm.nih.gov/30308428/
levetiracetam,rejected,29540584,,2018,Devinsky,"Randomized, dose-ranging safety trial of cannabidiol in Dravet syndrome.","Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",drug term not in title,https://pubmed.ncbi.nlm.nih.gov/29540584/
levetiracetam,rejected,29414542,,2018,Benbadis,"Efficacy, safety, and tolerability of brivaracetam with concomitant lamotrigine or concomitant topiramate in pooled Phase III randomized, double-blind trials: A post-hoc analysis.","Clinical Trial, Phase III; Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",drug term not in title,https://pubmed.ncbi.nlm.nih.gov/29414542/
levetiracetam,rejected,29153631,,2017,Schoedel,Human abuse potential of brivaracetam in healthy recreational central nervous system depressant users.,"Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",drug term not in title,https://pubmed.ncbi.nlm.nih.gov/29153631/
levetiracetam,rejected,28856580,,2017,Swallow,Can Matching-Adjusted Indirect Comparison Methods Mitigate Placebo Response Differences Among Patient Populations in Adjunctive Trials of Brivaracetam and Levetiracetam?,"Clinical Trial, Phase III; Journal Article; Randomized Controlled Trial",drug appears in title but not as primary intervention,https://pubmed.ncbi.nlm.nih.gov/28856580/
levetiracetam,rejected,28731266,,2017,Schoenberg,"A randomized, double-blind, placebo-controlled crossover study of the effects of levetiracetam on cognition, mood, and balance in healthy older adults.",Journal Article; Randomized Controlled Trial,title lacks seizure/epilepsy context,https://pubmed.ncbi.nlm.nih.gov/28731266/
levetiracetam,rejected,28527204,,2017,Musaeus,Levetiracetam Alters Oscillatory Connectivity in Alzheimer's Disease.,Journal Article; Randomized Controlled Trial,title lacks seizure/epilepsy context,https://pubmed.ncbi.nlm.nih.gov/28527204/
levetiracetam,rejected,27808418,,2016,Premoli,Lamotrigine and levetiracetam exert a similar modulation of TMS-evoked EEG potentials.,Journal Article; Randomized Controlled Trial,drug appears in title but not as primary intervention,https://pubmed.ncbi.nlm.nih.gov/27808418/
levetiracetam,rejected,28090524,,2016,Schomer,The SAMUKeppra study in prehospital status epilepticus: lessons for future study.,Journal Article; Comment,drug term not in title,https://pubmed.ncbi.nlm.nih.gov/28090524/
levetiracetam,rejected,27146213,,2016,Schoemaker,Brivaracetam Population Pharmacokinetics and Exposure-Response Modeling in Adult Subjects With Partial-Onset Seizures.,"Clinical Trial, Phase II; Clinical Trial, Phase III; Journal Article; Randomized Controlled Trial",drug term not in title,https://pubmed.ncbi.nlm.nih.gov/27146213/
levetiracetam,rejected,27335114,,2016,Ben-Menachem,Efficacy and safety of brivaracetam for partial-onset seizures in 3 pooled clinical studies.,"Clinical Trial, Phase III; Journal Article; Multicenter Study; Randomized Controlled Trial",drug term not in title,https://pubmed.ncbi.nlm.nih.gov/27335114/
levetiracetam,rejected,27217762,,2016,Gao,Emerging drugs for partial-onset epilepsy: a review of brivaracetam.,Journal Article,drug term not in title,https://pubmed.ncbi.nlm.nih.gov/27217762/
levetiracetam,rejected,27099849,,2016,Mehvari,"Effects of Vitamin E on seizure frequency, electroencephalogram findings, and oxidative stress status of refractory epileptic patients.",Journal Article,drug term not in title,https://pubmed.ncbi.nlm.nih.gov/27099849/
levetiracetam,rejected,26724782,,2016,Meador,Cognitive effects of adjunctive perampanel for partial-onset seizures: A randomized trial.,"Clinical Trial, Phase II; Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",drug term not in title,https://pubmed.ncbi.nlm.nih.gov/26724782/
levetiracetam,rejected,26666500,,2015,Kälviäinen,"Brivaracetam in Unverricht-Lundborg disease (EPM1): Results from two randomized, double-blind, placebo-controlled studies.","Clinical Trial, Phase III; Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",drug term not in title,https://pubmed.ncbi.nlm.nih.gov/26666500/
levetiracetam,rejected,26471380,,2015,Klein,"A randomized, double-blind, placebo-controlled, multicenter, parallel-group study to evaluate the efficacy and safety of adjunctive brivaracetam in adult patients with uncontrolled partial-onset seizures.",Journal Article; Multicenter Study; Randomized Controlled Trial,drug term not in title,https://pubmed.ncbi.nlm.nih.gov/26471380/
levetiracetam,rejected,26414341,,2015,Biton,"Safety and tolerability of lacosamide as adjunctive therapy for adults with partial-onset seizures: Analysis of data pooled from three randomized, double-blind, placebo-controlled clinical trials.","Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",drug term not in title,https://pubmed.ncbi.nlm.nih.gov/26414341/
levetiracetam,rejected,25854635,,2015,Inoue,Efficacy and tolerability of levetiracetam as adjunctive therapy in Japanese patients with uncontrolled partial-onset seizures.,"Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",title lacks primary randomized/placebo/phase trial language,https://pubmed.ncbi.nlm.nih.gov/25854635/
levetiracetam,rejected,26135593,,2015,Toublanc,"Pharmacokinetics, Safety and Bioequivalence of Levetiracetam Intravenous Infusion and Oral Tablets in Healthy Chinese Subjects.","Comparative Study; Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",title lacks seizure/epilepsy context,https://pubmed.ncbi.nlm.nih.gov/26135593/
levetiracetam,rejected,25844322,,2015,Bakker,Response of the medial temporal lobe network in amnestic mild cognitive impairment to therapeutic intervention assessed by fMRI and memory task performance.,"Journal Article; Randomized Controlled Trial; Research Support, N.I.H., Extramural",drug term not in title,https://pubmed.ncbi.nlm.nih.gov/25844322/
levetiracetam,rejected,24346821,,2014,French,Effects of marketed antiepileptic drugs and placebo in the human photosensitivity screening protocol.,"Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",drug term not in title,https://pubmed.ncbi.nlm.nih.gov/24346821/
levetiracetam,rejected,24256083,,2013,Ryvlin,"Adjunctive brivaracetam in adults with uncontrolled focal epilepsy: results from a double-blind, randomized, placebo-controlled trial.","Clinical Trial, Phase III; Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",drug term not in title,https://pubmed.ncbi.nlm.nih.gov/24256083/
levetiracetam,rejected,23376335,,2013,Bjørnæs,Subclinical epileptiform activity in children with electrical status epilepticus during sleep: effects on cognition and behavior before and after treatment with levetiracetam.,"Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",title lacks primary randomized/placebo/phase trial language,https://pubmed.ncbi.nlm.nih.gov/23376335/
levetiracetam,rejected,22925226,,2012,Jungehulsing,"Levetiracetam in patients with central neuropathic post-stroke pain--a randomized, double-blind, placebo-controlled trial.","Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",title lacks seizure/epilepsy context,https://pubmed.ncbi.nlm.nih.gov/22925226/
levetiracetam,rejected,22295898,,2012,Hardy,"Double-masked, placebo-controlled study of intravenous levetiracetam for the treatment of status epilepticus and acute repetitive seizures in dogs.","Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",excluded secondary/non-primary title,https://pubmed.ncbi.nlm.nih.gov/22295898/
levetiracetam,rejected,22295869,,2012,Muñana,"Evaluation of levetiracetam as adjunctive treatment for refractory canine epilepsy: a randomized, placebo-controlled, crossover trial.","Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",excluded secondary/non-primary title,https://pubmed.ncbi.nlm.nih.gov/22295869/
levetiracetam,rejected,21876066,,2011,Schiemann-Delgado,"A long-term open-label extension study assessing cognition and behavior, tolerability, safety, and efficacy of adjunctive levetiracetam in children aged 4 to 16 years with partial-onset seizures.","Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",excluded secondary/non-primary title,https://pubmed.ncbi.nlm.nih.gov/21876066/
levetiracetam,rejected,21967362,,2011,Navarro,A prehospital randomized trial in convulsive status epilepticus.,"Clinical Trial, Phase III; Journal Article; Randomized Controlled Trial",drug term not in title,https://pubmed.ncbi.nlm.nih.gov/21967362/
levetiracetam,rejected,21967357,,2011,Leppik,Canine status epilepticus: a translational platform for human therapeutic trials.,"Journal Article; Randomized Controlled Trial; Research Support, N.I.H., Extramural",drug term not in title,https://pubmed.ncbi.nlm.nih.gov/21967357/
levetiracetam,rejected,21277231,,2011,van Tuijl,Early treatment after stroke for the prevention of late epileptic seizures: a report on the problems performing a randomised placebo-controlled double-blind trial aimed at anti-epileptogenesis.,Journal Article; Multicenter Study; Randomized Controlled Trial,drug term not in title,https://pubmed.ncbi.nlm.nih.gov/21277231/
levetiracetam,rejected,20547106,,2010,de la Loge,"Assessment of behavioral and emotional functioning using standardized instruments in children and adolescents with partial-onset seizures treated with adjunctive levetiracetam in a randomized, placebo-controlled trial.","Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",excluded secondary/non-primary title,https://pubmed.ncbi.nlm.nih.gov/20547106/
levetiracetam,rejected,19702752,,2009,Levisohn,"Neurocognitive effects of adjunctive levetiracetam in children with partial-onset seizures: a randomized, double-blind, placebo-controlled, noninferiority trial.","Comparative Study; Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",excluded secondary/non-primary title,https://pubmed.ncbi.nlm.nih.gov/19702752/
levetiracetam,rejected,19699156,,2009,Richy,Levetiracetam extended release and levetiracetam immediate release as adjunctive treatment for partial-onset seizures: an indirect comparison of treatment-emergent adverse events using meta-analytic techniques.,"Clinical Trial, Phase III; Comparative Study; Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",excluded secondary/non-primary title,https://pubmed.ncbi.nlm.nih.gov/19699156/
levetiracetam,rejected,19327967,,2009,Rosenfeld,"Levetiracetam as add-on therapy for idiopathic generalized epilepsy syndromes with onset during adolescence: analysis of two randomized, double-blind, placebo-controlled studies.",Journal Article; Multicenter Study; Randomized Controlled Trial,excluded secondary/non-primary title,https://pubmed.ncbi.nlm.nih.gov/19327967/
levetiracetam,rejected,19777068,,2009,Ulloa,"Review of levetiracetam, with a focus on the extended release formulation, as adjuvant therapy in controlling partial-onset seizures.",Journal Article,excluded secondary/non-primary title,https://pubmed.ncbi.nlm.nih.gov/19777068/
levetiracetam,rejected,18493713,,2008,Kayatekin,"Levetiracetam for treatment of premenstrual dysphoric disorder: a pilot, open-label study.","Controlled Clinical Trial; Journal Article; Research Support, Non-U.S. Gov't",title lacks seizure/epilepsy context,https://pubmed.ncbi.nlm.nih.gov/18493713/
levetiracetam,rejected,18285535,,2008,Noachtar,Levetiracetam for the treatment of idiopathic generalized epilepsy with myoclonic seizures.,"Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",title lacks primary randomized/placebo/phase trial language,https://pubmed.ncbi.nlm.nih.gov/18285535/
levetiracetam,rejected,18024209,,2007,Zhou,Effects of levetiracetam as an add-on therapy on cognitive function and quality of life in patients with refractory partial seizures.,Journal Article; Randomized Controlled Trial,excluded secondary/non-primary title,https://pubmed.ncbi.nlm.nih.gov/18024209/
levetiracetam,rejected,17651416,,2007,Otoul,"Lack of pharmacokinetic interaction of levetiracetam on carbamazepine, valproic acid, topiramate, and lamotrigine in children with epilepsy.",Comparative Study; Journal Article; Randomized Controlled Trial,excluded secondary/non-primary title,https://pubmed.ncbi.nlm.nih.gov/17651416/
levetiracetam,rejected,17521343,,2007,Gazzola,Seizure-free outcome in randomized add-on trials of the new antiepileptic drugs.,Comparative Study; Journal Article,drug term not in title,https://pubmed.ncbi.nlm.nih.gov/17521343/
levetiracetam,rejected,17116219,,2006,Tilz,Influence of levetiracetame on ictal and postictal EEG in patients with partial seizures.,Journal Article; Randomized Controlled Trial,drug term not in title,https://pubmed.ncbi.nlm.nih.gov/17116219/
levetiracetam,rejected,16930358,,2006,Meencke,Assessment of a dose-response relationship of levetiracetam.,Clinical Trial; Comparative Study; Journal Article; Randomized Controlled Trial,title lacks seizure/epilepsy context,https://pubmed.ncbi.nlm.nih.gov/16930358/
levetiracetam,rejected,16529615,,2006,Stefan,Onset of action of levetiracetam: a RCT trial using therapeutic intensive seizure analysis (TISA).,Comparative Study; Journal Article; Randomized Controlled Trial,excluded secondary/non-primary title,https://pubmed.ncbi.nlm.nih.gov/16529615/
levetiracetam,rejected,16417535,,2006,Cicolin,Effects of levetiracetam on nocturnal sleep and daytime vigilance in healthy volunteers.,Comparative Study; Journal Article; Randomized Controlled Trial,title lacks seizure/epilepsy context,https://pubmed.ncbi.nlm.nih.gov/16417535/
levetiracetam,rejected,16165400,,2005,Bazil,Effects of levetiracetam on sleep in normal volunteers.,Journal Article; Randomized Controlled Trial,title lacks seizure/epilepsy context,https://pubmed.ncbi.nlm.nih.gov/16165400/
levetiracetam,rejected,15823510,,2005,Gidal,Effect of levetiracetam on the pharmacokinetics of adjunctive antiepileptic drugs: a pooled analysis of data from randomized clinical trials.,"Clinical Trial; Clinical Trial, Phase III; Comparative Study; Journal Article; Randomized Controlled Trial",excluded secondary/non-primary title,https://pubmed.ncbi.nlm.nih.gov/15823510/
levetiracetam,rejected,15896100,,2005,Blais,Economic evaluation of levetiracetam as an add-on therapy in patients with refractory epilepsy.,"Journal Article; Research Support, Non-U.S. Gov't",excluded secondary/non-primary title,https://pubmed.ncbi.nlm.nih.gov/15896100/
levetiracetam,rejected,15519131,,2004,Reis,Levetiracetam influences human motor cortex excitability mainly by modulation of ion channel function--a TMS study.,"Clinical Trial; Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",title lacks seizure/epilepsy context,https://pubmed.ncbi.nlm.nih.gov/15519131/
levetiracetam,rejected,12837566,,2003,Morrell,The KEEPER trial: levetiracetam adjunctive treatment of partial-onset seizures in an open-label community-based study.,"Clinical Trial; Clinical Trial, Phase IV; Journal Article; Multicenter Study",drug appears in title but not as primary intervention,https://pubmed.ncbi.nlm.nih.gov/12837566/
levetiracetam,rejected,12576168,,2003,Ben-Menachem,Evidence for sustained efficacy of levetiracetam as add-on epilepsy therapy.,"Clinical Trial; Clinical Trial, Phase II; Journal Article; Randomized Controlled Trial",title lacks primary randomized/placebo/phase trial language,https://pubmed.ncbi.nlm.nih.gov/12576168/
levetiracetam,rejected,12220322,,2002,Bell,The effects of levetiracetam on objective and subjective sleep parameters in healthy volunteers and patients with partial epilepsy.,Clinical Trial; Journal Article; Randomized Controlled Trial,healthy-volunteer study,https://pubmed.ncbi.nlm.nih.gov/12220322/
levetiracetam,rejected,12027913,,2002,Glauser,Efficacy and safety of levetiracetam in children with partial seizures: an open-label trial.,"Clinical Trial; Journal Article; Multicenter Study; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, P.H.S.",excluded secondary/non-primary title,https://pubmed.ncbi.nlm.nih.gov/12027913/
levetiracetam,rejected,11792161,,2001,Stodieck,Effect of levetiracetam in patients with epilepsy and interictal epileptiform discharges.,Clinical Trial; Controlled Clinical Trial; Journal Article,no randomized language,https://pubmed.ncbi.nlm.nih.gov/11792161/
levetiracetam,rejected,11074181,,2000,Grant,Efficacy and tolerability of 1000-4000 mg per day of levetiracetam as add-on therapy in patients with refractory epilepsy.,Clinical Trial; Journal Article; Multicenter Study; Randomized Controlled Trial,title lacks primary randomized/placebo/phase trial language,https://pubmed.ncbi.nlm.nih.gov/11074181/
levetiracetam,rejected,10924866,,2000,Cramer,Comparison between the QOLIE-31 and derived QOLIE-10 in a clinical trial of levetiracetam.,"Clinical Trial; Clinical Trial, Phase III; Comparative Study; Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",title lacks seizure/epilepsy context,https://pubmed.ncbi.nlm.nih.gov/10924866/
levetiracetam,rejected,10897159,,2000,Cramer,Effect of levetiracetam on epilepsy-related quality of life. N132 Study Group.,"Clinical Trial; Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",excluded secondary/non-primary title,https://pubmed.ncbi.nlm.nih.gov/10897159/
lorazepam,included,6378615,Walker1984,1984,Walker,Lorazepam: a controlled trial in patients with intractable partial complex seizures.,"Clinical Trial; Journal Article; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, Non-P.H.S.",qualifying placebo-controlled randomized clinical trial report,https://pubmed.ncbi.nlm.nih.gov/6378615/
lorazepam,rejected,41350162,,2025,Rosenberg,A Randomized Controlled Trial of the Safety and Efficacy of Dronabinol for Agitation in Alzheimer's Disease.,"Clinical Trial, Phase II; Journal Article; Multicenter Study; Randomized Controlled Trial",drug term not in title,https://pubmed.ncbi.nlm.nih.gov/41350162/
lorazepam,rejected,30877186,,2019,Gurrell,Photosensitive epilepsy: Robust clinical efficacy of a selective GABA potentiator.,"Clinical Trial, Phase II; Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",drug term not in title,https://pubmed.ncbi.nlm.nih.gov/30877186/
lorazepam,rejected,26554812,,2015,Kellinghaus,Making SENSE--Sustained Effort Network for treatment of Status Epilepticus as a multicenter prospective registry.,"Journal Article; Multicenter Study; Observational Study; Research Support, Non-U.S. Gov't",drug term not in title,https://pubmed.ncbi.nlm.nih.gov/26554812/
lorazepam,rejected,24351375,,2014,Mueller,"A randomized, double-blind, placebo-controlled dose range study of dexmedetomidine as adjunctive therapy for alcohol withdrawal.","Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",drug term not in title,https://pubmed.ncbi.nlm.nih.gov/24351375/
lorazepam,rejected,23806032,,2013,Ohlraun,"CARbon DIoxide for the treatment of Febrile seizures: rationale, feasibility, and design of the CARDIF-study.","Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",drug term not in title,https://pubmed.ncbi.nlm.nih.gov/23806032/
lorazepam,rejected,23269105,,2013,Bravo,The effect of selective serotonin reuptake inhibitors on the frequency of psychogenic nonepileptic seizures: a critically appraised topic.,"Case Reports; Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",drug term not in title,https://pubmed.ncbi.nlm.nih.gov/23269105/
lorazepam,rejected,23103305,,2012,Loring,Acute lorazepam effects on neurocognitive performance.,"Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",drug appears in title but not as primary intervention,https://pubmed.ncbi.nlm.nih.gov/23103305/
lorazepam,rejected,11547716,,2001,Alldredge,"A comparison of lorazepam, diazepam, and placebo for the treatment of out-of-hospital status epilepticus.","Clinical Trial; Comparative Study; Journal Article; Randomized Controlled Trial; Research Support, U.S. Gov't, P.H.S.",title lacks primary randomized/placebo/phase trial language,https://pubmed.ncbi.nlm.nih.gov/11547716/
lorazepam,rejected,11384791,,2001,Lowenstein,The prehospital treatment of status epilepticus (PHTSE) study: design and methodology.,"Clinical Trial; Journal Article; Randomized Controlled Trial; Research Support, U.S. Gov't, P.H.S.",drug term not in title,https://pubmed.ncbi.nlm.nih.gov/11384791/
lorazepam,rejected,10094637,,1999,D'Onofrio,Lorazepam for the prevention of recurrent seizures related to alcohol.,"Clinical Trial; Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",title lacks primary randomized/placebo/phase trial language,https://pubmed.ncbi.nlm.nih.gov/10094637/
